"FullName","Name","Mode","LastWriteTime"
"C:\dev\EliasApp\EliasApp2\public\icons","icons","d-----","4/06/2026 8:54:10 PM"
"C:\dev\EliasApp\EliasApp2\public\media","media","d-----","4/06/2026 8:54:10 PM"
"C:\dev\EliasApp\EliasApp2\public\manifest.webmanifest","manifest.webmanifest","-a----","4/06/2026 8:54:10 PM"
"C:\dev\EliasApp\EliasApp2\public\sw.js","sw.js","-a----","4/06/2026 8:54:10 PM"
"C:\dev\EliasApp\EliasApp2\src\components","components","d-----","4/06/2026 8:54:10 PM"
"C:\dev\EliasApp\EliasApp2\src\data","data","d-----","4/06/2026 9:58:47 PM"
"C:\dev\EliasApp\EliasApp2\src\App.jsx","App.jsx","-a----","4/06/2026 10:34:35 PM"
"C:\dev\EliasApp\EliasApp2\src\main.jsx","main.jsx","-a----","4/06/2026 8:54:10 PM"
"C:\dev\EliasApp\EliasApp2\src\styles.css","styles.css","-a----","9/06/2026 8:14:27 PM"
"C:\dev\GROQCHAT\.git",".git","d--h--","9/06/2026 10:16:05 PM"
"C:\dev\GROQCHAT\.next",".next","d-----","9/06/2026 11:01:54 PM"
"C:\dev\GROQCHAT\app","app","d-----","6/06/2026 9:56:47 PM"
"C:\dev\GROQCHAT\GROQCHAT","GROQCHAT","d-----","6/06/2026 10:37:00 PM"
"C:\dev\GROQCHAT\lib","lib","d-----","6/06/2026 9:57:03 PM"
"C:\dev\GROQCHAT\node_modules","node_modules","d-----","6/06/2026 10:07:20 PM"
"C:\dev\GROQCHAT\test","test","d-----","6/06/2026 9:57:12 PM"
"C:\dev\GROQCHAT\.env.example",".env.example","-a----","6/06/2026 9:56:43 PM"
"C:\dev\GROQCHAT\.eslintrc.json",".eslintrc.json","-a----","6/06/2026 10:03:03 PM"
"C:\dev\GROQCHAT\.gitignore",".gitignore","-a----","9/06/2026 8:51:53 PM"
"C:\dev\GROQCHAT\next-env.d.ts","next-env.d.ts","-a----","6/06/2026 10:02:44 PM"
"C:\dev\GROQCHAT\next.config.mjs","next.config.mjs","-a----","6/06/2026 9:56:43 PM"
"C:\dev\GROQCHAT\package.json","package.json","-a----","6/06/2026 10:07:12 PM"
"C:\dev\GROQCHAT\pnpm-lock.yaml","pnpm-lock.yaml","-a----","6/06/2026 10:06:26 PM"
"C:\dev\GROQCHAT\pnpm-workspace.yaml","pnpm-workspace.yaml","-a----","9/06/2026 8:45:56 PM"
"C:\dev\GROQCHAT\postcss.config.mjs","postcss.config.mjs","-a----","6/06/2026 9:56:43 PM"
"C:\dev\GROQCHAT\README.md","README.md","-a----","6/06/2026 9:56:43 PM"
"C:\dev\GROQCHAT\tailwind.config.ts","tailwind.config.ts","-a----","6/06/2026 9:56:43 PM"
"C:\dev\GROQCHAT\tsconfig.json","tsconfig.json","-a----","6/06/2026 10:02:44 PM"
"C:\dev\GROQCHAT\tsconfig.tsbuildinfo","tsconfig.tsbuildinfo","-a----","9/06/2026 8:16:52 PM"
"C:\dev\GROQCHAT\vitest.config.ts","vitest.config.ts","-a----","6/06/2026 9:57:19 PM"
"C:\dev\GROQCHAT\.git\hooks","hooks","d-----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\info","info","d-----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\logs","logs","d-----","6/06/2026 10:16:48 PM"
"C:\dev\GROQCHAT\.git\objects","objects","d-----","9/06/2026 10:16:05 PM"
"C:\dev\GROQCHAT\.git\refs","refs","d-----","6/06/2026 10:16:52 PM"
"C:\dev\GROQCHAT\.git\COMMIT_EDITMSG","COMMIT_EDITMSG","-a----","9/06/2026 10:16:05 PM"
"C:\dev\GROQCHAT\.git\config","config","-a----","9/06/2026 8:48:32 PM"
"C:\dev\GROQCHAT\.git\description","description","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\FETCH_HEAD","FETCH_HEAD","-a----","9/06/2026 8:11:25 PM"
"C:\dev\GROQCHAT\.git\HEAD","HEAD","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\index","index","-a----","9/06/2026 10:16:05 PM"
"C:\dev\GROQCHAT\.git\hooks\applypatch-msg.sample","applypatch-msg.sample","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\hooks\commit-msg.sample","commit-msg.sample","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\hooks\fsmonitor-watchman.sample","fsmonitor-watchman.sample","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\hooks\post-update.sample","post-update.sample","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\hooks\pre-applypatch.sample","pre-applypatch.sample","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\hooks\pre-commit.sample","pre-commit.sample","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\hooks\pre-merge-commit.sample","pre-merge-commit.sample","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\hooks\pre-push.sample","pre-push.sample","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\hooks\pre-rebase.sample","pre-rebase.sample","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\hooks\pre-receive.sample","pre-receive.sample","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\hooks\prepare-commit-msg.sample","prepare-commit-msg.sample","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\hooks\push-to-checkout.sample","push-to-checkout.sample","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\hooks\sendemail-validate.sample","sendemail-validate.sample","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\hooks\update.sample","update.sample","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\info\exclude","exclude","-a----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\.git\logs\refs","refs","d-----","6/06/2026 10:16:52 PM"
"C:\dev\GROQCHAT\.git\logs\HEAD","HEAD","-a----","9/06/2026 10:16:05 PM"
"C:\dev\GROQCHAT\.git\refs\heads","heads","d-----","9/06/2026 10:16:05 PM"
"C:\dev\GROQCHAT\.git\refs\remotes","remotes","d-----","6/06/2026 10:16:52 PM"
"C:\dev\GROQCHAT\.git\refs\tags","tags","d-----","6/06/2026 10:14:55 PM"
"C:\dev\GROQCHAT\app\api","api","d-----","6/06/2026 9:55:40 PM"
"C:\dev\GROQCHAT\app\globals.css","globals.css","-a----","6/06/2026 10:38:36 PM"
"C:\dev\GROQCHAT\app\layout.tsx","layout.tsx","-a----","6/06/2026 9:56:43 PM"
"C:\dev\GROQCHAT\app\page.tsx","page.tsx","-a----","9/06/2026 10:15:30 PM"
"C:\dev\GROQCHAT\app\api\chat","chat","d-----","6/06/2026 9:56:52 PM"
"C:\dev\GROQCHAT\app\api\health","health","d-----","6/06/2026 9:56:55 PM"
"C:\dev\GROQCHAT\lib\groq.ts","groq.ts","-a----","6/06/2026 10:07:09 PM"
"C:\dev\GROQCHAT\test\groq-helpers.test.ts","groq-helpers.test.ts","-a----","6/06/2026 9:57:19 PM"
"C:\dev\GROQCHAT2\.git",".git","d--h--","9/06/2026 11:04:19 PM"
"C:\dev\GROQCHAT2\.next",".next","d-----","9/06/2026 11:02:45 PM"
"C:\dev\GROQCHAT2\node_modules","node_modules","d-----","6/06/2026 10:39:21 PM"
"C:\dev\GROQCHAT2\src","src","d-----","6/06/2026 10:36:44 PM"
"C:\dev\GROQCHAT2\test","test","d-----","6/06/2026 10:36:44 PM"
"C:\dev\GROQCHAT2\.env.example",".env.example","-a----","6/06/2026 10:36:43 PM"
"C:\dev\GROQCHAT2\.eslintrc.json",".eslintrc.json","-a----","6/06/2026 10:36:43 PM"
"C:\dev\GROQCHAT2\.gitignore",".gitignore","-a----","6/06/2026 10:36:43 PM"
"C:\dev\GROQCHAT2\next-env.d.ts","next-env.d.ts","-a----","9/06/2026 8:18:11 PM"
"C:\dev\GROQCHAT2\next.config.mjs","next.config.mjs","-a----","6/06/2026 10:36:43 PM"
"C:\dev\GROQCHAT2\package.json","package.json","-a----","6/06/2026 10:36:43 PM"
"C:\dev\GROQCHAT2\pnpm-lock.yaml","pnpm-lock.yaml","-a----","6/06/2026 10:39:12 PM"
"C:\dev\GROQCHAT2\postcss.config.mjs","postcss.config.mjs","-a----","6/06/2026 10:36:43 PM"
"C:\dev\GROQCHAT2\README.md","README.md","-a----","6/06/2026 10:36:44 PM"
"C:\dev\GROQCHAT2\tailwind.config.ts","tailwind.config.ts","-a----","6/06/2026 10:36:43 PM"
"C:\dev\GROQCHAT2\tsconfig.json","tsconfig.json","-a----","6/06/2026 10:36:43 PM"
"C:\dev\GROQCHAT2\tsconfig.tsbuildinfo","tsconfig.tsbuildinfo","-a----","9/06/2026 8:16:55 PM"
"C:\dev\GROQCHAT2\vitest.config.ts","vitest.config.ts","-a----","6/06/2026 10:36:43 PM"
"C:\dev\GROQCHAT2\.git\hooks","hooks","d-----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\info","info","d-----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\logs","logs","d-----","6/06/2026 10:42:47 PM"
"C:\dev\GROQCHAT2\.git\objects","objects","d-----","9/06/2026 8:58:31 PM"
"C:\dev\GROQCHAT2\.git\refs","refs","d-----","6/06/2026 10:42:50 PM"
"C:\dev\GROQCHAT2\.git\COMMIT_EDITMSG","COMMIT_EDITMSG","-a----","9/06/2026 8:58:31 PM"
"C:\dev\GROQCHAT2\.git\config","config","-a----","9/06/2026 8:58:33 PM"
"C:\dev\GROQCHAT2\.git\description","description","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\FETCH_HEAD","FETCH_HEAD","-a----","9/06/2026 8:11:24 PM"
"C:\dev\GROQCHAT2\.git\HEAD","HEAD","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\index","index","-a----","9/06/2026 8:58:31 PM"
"C:\dev\GROQCHAT2\.git\hooks\applypatch-msg.sample","applypatch-msg.sample","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\hooks\commit-msg.sample","commit-msg.sample","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\hooks\fsmonitor-watchman.sample","fsmonitor-watchman.sample","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\hooks\post-update.sample","post-update.sample","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\hooks\pre-applypatch.sample","pre-applypatch.sample","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\hooks\pre-commit.sample","pre-commit.sample","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\hooks\pre-merge-commit.sample","pre-merge-commit.sample","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\hooks\pre-push.sample","pre-push.sample","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\hooks\pre-rebase.sample","pre-rebase.sample","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\hooks\pre-receive.sample","pre-receive.sample","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\hooks\prepare-commit-msg.sample","prepare-commit-msg.sample","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\hooks\push-to-checkout.sample","push-to-checkout.sample","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\hooks\sendemail-validate.sample","sendemail-validate.sample","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\hooks\update.sample","update.sample","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\info\exclude","exclude","-a----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\.git\logs\refs","refs","d-----","6/06/2026 10:42:50 PM"
"C:\dev\GROQCHAT2\.git\logs\HEAD","HEAD","-a----","9/06/2026 8:58:31 PM"
"C:\dev\GROQCHAT2\.git\refs\heads","heads","d-----","9/06/2026 8:58:31 PM"
"C:\dev\GROQCHAT2\.git\refs\remotes","remotes","d-----","6/06/2026 10:42:50 PM"
"C:\dev\GROQCHAT2\.git\refs\tags","tags","d-----","6/06/2026 10:42:12 PM"
"C:\dev\GROQCHAT2\src\app","app","d-----","6/06/2026 10:36:44 PM"
"C:\dev\GROQCHAT2\src\lib","lib","d-----","6/06/2026 10:36:44 PM"
"C:\dev\GROQCHAT2\src\app\api","api","d-----","6/06/2026 10:36:44 PM"
"C:\dev\GROQCHAT2\src\app\globals.css","globals.css","-a----","6/06/2026 10:36:44 PM"
"C:\dev\GROQCHAT2\src\app\layout.tsx","layout.tsx","-a----","6/06/2026 10:36:44 PM"
"C:\dev\GROQCHAT2\src\app\page.tsx","page.tsx","-a----","9/06/2026 8:15:49 PM"
"C:\dev\GROQCHAT2\src\lib\groq.ts","groq.ts","-a----","9/06/2026 8:55:06 PM"
"C:\dev\GROQCHAT2\test\groq-helpers.test.ts","groq-helpers.test.ts","-a----","6/06/2026 10:36:44 PM"
"C:\dev\joshos-atlas\chatgpt","chatgpt","d-----","10/06/2026 7:44:53 PM"
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit","joshos-atlas-pdf-download-kit","d-----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep","joshos-atlas-prep","d-----","10/06/2026 7:50:10 PM"
"C:\dev\joshos-atlas\chatgpt.zip","chatgpt.zip","-a----","10/06/2026 7:44:47 PM"
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit.zip","joshos-atlas-pdf-download-kit.zip","-a----","10/06/2026 7:54:27 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep.zip","joshos-atlas-prep.zip","-a----","10/06/2026 7:44:05 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep","joshos-atlas-prep","d-----","10/06/2026 8:03:50 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\approved-for-fable","approved-for-fable","d-----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\architecture-draft","architecture-draft","d-----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\checklists","checklists","d-----","10/06/2026 7:44:55 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\download-helpers","download-helpers","d-----","10/06/2026 8:03:50 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\excluded-private","excluded-private","d-----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\fable-output","fable-output","d-----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\history","history","d-----","10/06/2026 7:44:55 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\notes","notes","d-----","10/06/2026 7:44:55 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\pdf-download-kit","pdf-download-kit","d-----","10/06/2026 8:01:40 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\pdfs","pdfs","d-----","10/06/2026 8:03:50 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\raw-inventory","raw-inventory","d-----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\scripts","scripts","d-----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\source-cards","source-cards","d-----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\source-lists","source-lists","d-----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\00_SECURITY_PRECHECK.md","00_SECURITY_PRECHECK.md","-a----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\01_PERSONAL_CONTEXT.md","01_PERSONAL_CONTEXT.md","-a----","10/06/2026 8:01:40 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\02_PRIVACY_BOUNDARIES.md","02_PRIVACY_BOUNDARIES.md","-a----","10/06/2026 8:01:40 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\03_CANONICAL_GOALS.md","03_CANONICAL_GOALS.md","-a----","10/06/2026 8:01:40 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\04_SOURCE_REGISTER.csv","04_SOURCE_REGISTER.csv","-a----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\05_SEED_DATA_FORMAT.md","05_SEED_DATA_FORMAT.md","-a----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\06_FABLE_SESSION.md","06_FABLE_SESSION.md","-a----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\MANIFEST.md","MANIFEST.md","-a----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\MASTER_PLAN_V6.md","MASTER_PLAN_V6.md","-a----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\PDF_LINKS.csv","PDF_LINKS.csv","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\PDF_LINKS.html","PDF_LINKS.html","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\PDF_LINKS.md","PDF_LINKS.md","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\README.md","README.md","-a----","10/06/2026 7:44:53 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\REPO_LINKS.md","REPO_LINKS.md","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\START_HERE.md","START_HERE.md","-a----","10/06/2026 7:44:54 PM"
"C:\dev\joshos-atlas\chatgpt\joshos-atlas-prep\TARGET_PATHS.txt","TARGET_PATHS.txt","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit","joshos-atlas-pdf-download-kit","d-----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\download-helpers","download-helpers","d-----","10/06/2026 8:01:39 PM"
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\GMAIL_PDF_ATTACHMENTS.md","GMAIL_PDF_ATTACHMENTS.md","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\PDF_LINKS.csv","PDF_LINKS.csv","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\PDF_LINKS.html","PDF_LINKS.html","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\PDF_LINKS.md","PDF_LINKS.md","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\README.md","README.md","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\REPO_LINKS.md","REPO_LINKS.md","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\SOURCE_REGISTER_PDF_ROWS.csv","SOURCE_REGISTER_PDF_ROWS.csv","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-pdf-download-kit\joshos-atlas-pdf-download-kit\TARGET_PATHS.txt","TARGET_PATHS.txt","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude","joshos-atlas-prep claude","d-----","10/06/2026 8:03:50 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\approved-for-fable","approved-for-fable","d-----","10/06/2026 8:01:40 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\architecture-draft","architecture-draft","d-----","10/06/2026 7:45:13 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\download-helpers","download-helpers","d-----","10/06/2026 8:03:50 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\excluded-private","excluded-private","d-----","10/06/2026 8:01:40 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\fable-output","fable-output","d-----","10/06/2026 8:01:40 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\pdf-download-kit","pdf-download-kit","d-----","10/06/2026 8:01:40 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\pdfs","pdfs","d-----","10/06/2026 8:03:50 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\raw-inventory","raw-inventory","d-----","10/06/2026 8:04:20 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\scripts","scripts","d-----","10/06/2026 7:45:14 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\seed-data","seed-data","d-----","10/06/2026 7:45:14 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\source-cards","source-cards","d-----","10/06/2026 7:45:14 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\{scripts,raw-inventory,source-cards,approved-for-fable,excluded-private,architecture-draft,fable-output","{scripts,raw-inventory,source-cards,approved-for-fable,excluded-private,architecture-draft,fable-output","d-----","10/06/2026 7:45:14 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\.~lock.04_SOURCE_REGISTER.csv#",".~lock.04_SOURCE_REGISTER.csv#","-a-h--","10/06/2026 7:52:35 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\00_SECURITY_PRECHECK.md","00_SECURITY_PRECHECK.md","-a----","10/06/2026 8:04:20 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\01_PERSONAL_CONTEXT.md","01_PERSONAL_CONTEXT.md","-a----","10/06/2026 8:01:40 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\02_PRIVACY_BOUNDARIES.md","02_PRIVACY_BOUNDARIES.md","-a----","10/06/2026 8:01:40 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\03_CANONICAL_GOALS.md","03_CANONICAL_GOALS.md","-a----","10/06/2026 8:01:40 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\04_SOURCE_REGISTER.csv","04_SOURCE_REGISTER.csv","-a----","10/06/2026 7:45:13 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\05_SEED_DATA_FORMAT.md","05_SEED_DATA_FORMAT.md","-a----","10/06/2026 7:45:13 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\06_FABLE_PROMPT.md","06_FABLE_PROMPT.md","-a----","10/06/2026 7:45:13 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\06_FABLE_SESSION.md","06_FABLE_SESSION.md","-a----","10/06/2026 8:01:40 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\07_CALENDAR_AND_CHECKLIST.md","07_CALENDAR_AND_CHECKLIST.md","-a----","10/06/2026 7:45:13 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\08_FALLBACK_PLAN.md","08_FALLBACK_PLAN.md","-a----","10/06/2026 7:45:13 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\09_MODEL_ROUTING_GUIDE.md","09_MODEL_ROUTING_GUIDE.md","-a----","10/06/2026 7:45:13 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\10_PLAN_ITERATION_HISTORY.md","10_PLAN_ITERATION_HISTORY.md","-a----","10/06/2026 7:45:13 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\PDF_LINKS.csv","PDF_LINKS.csv","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\PDF_LINKS.html","PDF_LINKS.html","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\PDF_LINKS.md","PDF_LINKS.md","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\README.md","README.md","-a----","10/06/2026 7:45:13 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\REPO_LINKS.md","REPO_LINKS.md","-a----","10/06/2026 7:54:43 PM"
"C:\dev\joshos-atlas\joshos-atlas-prep\joshos-atlas-prep claude\TARGET_PATHS.txt","TARGET_PATHS.txt","-a----","10/06/2026 7:54:43 PM"
"C:\dev\Money\docs","docs","d-----","9/06/2026 6:55:01 PM"
"C:\dev\Money\moneyapp2","moneyapp2","d-----","9/06/2026 8:23:47 PM"
"C:\dev\Money\docs\moneyapp1","moneyapp1","d-----","9/06/2026 7:08:33 PM"
"C:\dev\Money\docs\money.md","money.md","-a----","9/06/2026 6:52:45 PM"
"C:\dev\Money\docs\passive_income_economics_research_report.txt","passive_income_economics_research_report.txt","-a----","9/06/2026 6:54:08 PM"
"C:\dev\Money\docs\personal_finance_economics_free_learning_curriculum_australia.txt","personal_finance_economics_free_learning_curriculum_australia.txt","-a----","9/06/2026 6:54:08 PM"
"C:\dev\Money\docs\vibe_coding_income_report_2026.txt","vibe_coding_income_report_2026.txt","-a----","9/06/2026 6:54:08 PM"
"C:\dev\Money\docs\vibe_coding_passive_income_research_report.txt","vibe_coding_passive_income_research_report.txt","-a----","9/06/2026 6:54:08 PM"
"C:\dev\Money\docs\moneyapp1\.git",".git","d--h--","9/06/2026 8:25:52 PM"
"C:\dev\Money\docs\moneyapp1\.vercel",".vercel","d-----","9/06/2026 7:08:33 PM"
"C:\dev\Money\docs\moneyapp1\dist","dist","d-----","9/06/2026 8:18:51 PM"
"C:\dev\Money\docs\moneyapp1\node_modules","node_modules","d-----","9/06/2026 7:07:09 PM"
"C:\dev\Money\docs\moneyapp1\public","public","d-----","9/06/2026 6:57:06 PM"
"C:\dev\Money\docs\moneyapp1\src","src","d-----","9/06/2026 7:50:17 PM"
"C:\dev\Money\docs\moneyapp1\.gitignore",".gitignore","-a----","9/06/2026 7:08:33 PM"
"C:\dev\Money\docs\moneyapp1\eslint.config.js","eslint.config.js","-a----","9/06/2026 6:57:05 PM"
"C:\dev\Money\docs\moneyapp1\index.html","index.html","-a----","9/06/2026 7:04:29 PM"
"C:\dev\Money\docs\moneyapp1\package-lock.json","package-lock.json","-a----","9/06/2026 7:06:30 PM"
